ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000063765	Chadl	protein_coding
ENSMUSG00000036208	BC027231	protein_coding
ENSMUSG00000081059	Gm11945	pseudogene
ENSMUSG00000087291	Gm11946	lincRNA
ENSMUSG00000058093	AA987161	protein_coding
ENSMUSG00000058589	Anks1b	protein_coding
ENSMUSG00000084962	Gm11947	lincRNA
ENSMUSG00000084211	Gm11949	pseudogene
ENSMUSG00000030154	Klrb1f	protein_coding
ENSMUSG00000084310	Gm11950	pseudogene
ENSMUSG00000079889	Gm11951	pseudogene
ENSMUSG00000021510	A530054K11Rik	protein_coding
ENSMUSG00000004344	Gpx5	protein_coding
ENSMUSG00000056579	Tug1	lincRNA
ENSMUSG00000049804	Armcx4	protein_coding
ENSMUSG00000040943	Tet2	protein_coding
ENSMUSG00000042345	Ubash3a	protein_coding
ENSMUSG00000028712	Cyp4a31	protein_coding
ENSMUSG00000022391	Rangap1	protein_coding
ENSMUSG00000044072	Eml6	protein_coding
ENSMUSG00000030155	Clec2e	protein_coding
ENSMUSG00000026246	Alppl2	protein_coding
ENSMUSG00000079295	Klrb1-ps1	protein_coding
ENSMUSG00000083015	Gm16518	pseudogene
ENSMUSG00000031683	Lsm6	protein_coding
ENSMUSG00000048280	Zfp738	protein_coding
ENSMUSG00000030157	Clec2d	protein_coding
ENSMUSG00000027618	Nfs1	protein_coding
ENSMUSG00000022668	Gtpbp8	protein_coding
ENSMUSG00000025321	Itgb8	protein_coding
ENSMUSG00000084077	Gm11952	pseudogene
ENSMUSG00000070823	Gm1043	protein_coding
ENSMUSG00000082816	Gm11953	pseudogene
ENSMUSG00000033460	Armcx1	protein_coding
ENSMUSG00000029121	Crmp1	protein_coding
ENSMUSG00000004341	Gpx6	protein_coding
ENSMUSG00000030156	Cd69	protein_coding
ENSMUSG00000084170	Gm11954	pseudogene
ENSMUSG00000047923	Gm9821	protein_coding
ENSMUSG00000082364	Gm11955	pseudogene
ENSMUSG00000027230	Creb3l1	protein_coding
ENSMUSG00000044365	Cxxc4	protein_coding
ENSMUSG00000079440	Alpi	protein_coding
ENSMUSG00000029524	Sirt4	protein_coding
ENSMUSG00000053110	Yap1	protein_coding
ENSMUSG00000028172	Tacr3	protein_coding
ENSMUSG00000047720	4922502D21Rik	protein_coding
ENSMUSG00000045508	Olfr1367	protein_coding
ENSMUSG00000022667	Cd200r1	protein_coding
ENSMUSG00000069986	Gm8054	protein_coding
ENSMUSG00000025085	Ablim1	protein_coding
ENSMUSG00000045328	Cenpe	protein_coding
ENSMUSG00000036721	Zscan12	protein_coding
ENSMUSG00000071284	Zfp738	protein_coding
ENSMUSG00000071064	Zfp827	protein_coding
ENSMUSG00000032207	Lipc	protein_coding
ENSMUSG00000071281	Zfp71-rs1	protein_coding
ENSMUSG00000036500	Akp3	protein_coding
ENSMUSG00000053063	Clec12a	protein_coding
ENSMUSG00000041886	Macc1	protein_coding
ENSMUSG00000048004	Tmem196	protein_coding
ENSMUSG00000090699	Gm9071	pseudogene
ENSMUSG00000030850	Ate1	protein_coding
ENSMUSG00000026247	Ecel1	protein_coding
ENSMUSG00000092168	Gm9075	pseudogene
ENSMUSG00000063929	Cyp4a32	protein_coding
ENSMUSG00000043241	Upf2	protein_coding
ENSMUSG00000044081	4930441O14Rik	protein_coding
ENSMUSG00000030851	Ldhc	protein_coding
ENSMUSG00000025381	Cnpy2	protein_coding
ENSMUSG00000092286	Gm20448	antisense
ENSMUSG00000073242	Gm10485	antisense
ENSMUSG00000030158	Clec12b	protein_coding
ENSMUSG00000091269	Gm6682	pseudogene
ENSMUSG00000073233	Gm9144	pseudogene
ENSMUSG00000092517	Art2a-ps	polymorphic_pseudogene
ENSMUSG00000005683	Cs	protein_coding
ENSMUSG00000028464	Tpm2	protein_coding
ENSMUSG00000042976	9930038B18Rik	lincRNA
ENSMUSG00000030651	Art2b	protein_coding
ENSMUSG00000060647	Gm7099	pseudogene
ENSMUSG00000066632	Pgk1-rs7	pseudogene
ENSMUSG00000058331	Zfp85-rs1	protein_coding
ENSMUSG00000033082	Clec1a	protein_coding
ENSMUSG00000091430	Gm17337	lincRNA
ENSMUSG00000071690	Gm10344	protein_coding
ENSMUSG00000073198	Gm10480	pseudogene
ENSMUSG00000050394	Armcx6	protein_coding
ENSMUSG00000085642	3110053B16Rik	pseudogene
ENSMUSG00000029528	Pxn	protein_coding
ENSMUSG00000089824	Rbm12	protein_coding
ENSMUSG00000031682	1700011L22Rik	protein_coding
ENSMUSG00000030159	Clec1b	protein_coding
ENSMUSG00000001829	Clpb	protein_coding
ENSMUSG00000078157	4931440F15Rik	protein_coding
ENSMUSG00000037022	Mmaa	protein_coding
ENSMUSG00000049047	Armcx3	protein_coding
ENSMUSG00000073179	Gm10478	pseudogene
ENSMUSG00000092373	Gm20535	processed_transcript
ENSMUSG00000021327	Zkscan3	protein_coding
ENSMUSG00000031681	Smad1	protein_coding
ENSMUSG00000020315	Spnb2	protein_coding
ENSMUSG00000091105	Gm5633	pseudogene
ENSMUSG00000092226	Gm9282	pseudogene
ENSMUSG00000040331	Nsmce4a	protein_coding
ENSMUSG00000062082	Cd200r4	protein_coding
ENSMUSG00000092465	Gm4425	pseudogene
ENSMUSG00000083838	Gm11957	pseudogene
ENSMUSG00000045319	5430407P10Rik	protein_coding
ENSMUSG00000015092	Edf1	protein_coding
ENSMUSG00000084012	Gm11956	pseudogene
ENSMUSG00000092378	Gm9285	pseudogene
ENSMUSG00000028167	Bdh2	protein_coding
ENSMUSG00000085559	Gm11959	lincRNA
ENSMUSG00000092497	Gm9286	pseudogene
ENSMUSG00000092484	Gm20487	pseudogene
ENSMUSG00000092288	Gm9289	pseudogene
ENSMUSG00000085512	Gm11958	lincRNA
ENSMUSG00000067847	Romo1	protein_coding
ENSMUSG00000081974	Gm11960	pseudogene
ENSMUSG00000092472	Gm20473	pseudogene
ENSMUSG00000026251	Chrnd	protein_coding
ENSMUSG00000046080	Clec9a	protein_coding
ENSMUSG00000073166	Gm20472	pseudogene
ENSMUSG00000001119	Col6a1	protein_coding
ENSMUSG00000056288	Gm11961	antisense
ENSMUSG00000073164	2410018L13Rik	lincRNA
ENSMUSG00000019979	Apaf1	protein_coding
ENSMUSG00000084381	AA413626	pseudogene
ENSMUSG00000085232	Gm11962	pseudogene
ENSMUSG00000085189	Gm11963	antisense
ENSMUSG00000022390	Zc3h7b	protein_coding
ENSMUSG00000090528	Gm17381	pseudogene
ENSMUSG00000090370	Gm20533	pseudogene
ENSMUSG00000036990	Otud4	protein_coding
ENSMUSG00000081021	Gm11964	pseudogene
ENSMUSG00000090176	Cd200r2	protein_coding
ENSMUSG00000033436	Armcx2	protein_coding
ENSMUSG00000081691	Gm11965	pseudogene
ENSMUSG00000092229	Gm4433	pseudogene
ENSMUSG00000083844	2210015D19Rik	pseudogene
ENSMUSG00000092597	Gm20486	pseudogene
ENSMUSG00000032803	Cdv3	protein_coding
ENSMUSG00000025786	Zdhhc3	protein_coding
ENSMUSG00000092380	Gm6838	pseudogene
ENSMUSG00000078374	Gm10476	pseudogene
ENSMUSG00000037994	Nhedc2	protein_coding
ENSMUSG00000078305	Gm3436	protein_coding
ENSMUSG00000030852	Tacc2	protein_coding
ENSMUSG00000036172	Cd200r3	protein_coding
ENSMUSG00000092445	Gm4437	pseudogene
ENSMUSG00000032204	Aqp9	protein_coding
ENSMUSG00000092282	Gm4441	pseudogene
ENSMUSG00000079293	Clec7a	protein_coding
ENSMUSG00000091973	Gm20474	pseudogene
ENSMUSG00000027620	Rbm39	protein_coding
ENSMUSG00000026253	Chrng	protein_coding
ENSMUSG00000090914	Gm17563	pseudogene
ENSMUSG00000066553	Gm6969	pseudogene
ENSMUSG00000030162	Olr1	protein_coding
ENSMUSG00000085472	Gm15691	antisense
ENSMUSG00000032556	Bfsp2	protein_coding
ENSMUSG00000091040	Gm9359	pseudogene
ENSMUSG00000078373	2010109K11Rik	pseudogene
ENSMUSG00000052125	F730043M19Rik	lincRNA
ENSMUSG00000029122	Evc	protein_coding
ENSMUSG00000030160	D630042F21Rik	protein_coding
ENSMUSG00000030161	Gabarapl1	protein_coding
ENSMUSG00000026254	Eif4e2	protein_coding
ENSMUSG00000050189	Etos1	protein_coding
ENSMUSG00000050241	Klre1	protein_coding
ENSMUSG00000040298	Btbd16	protein_coding
ENSMUSG00000014402	Tsg101	protein_coding
ENSMUSG00000058318	Phf21a	protein_coding
ENSMUSG00000050150	Nhedc1	protein_coding
ENSMUSG00000022389	Tef	protein_coding
ENSMUSG00000042757	Tmem108	protein_coding
ENSMUSG00000030165	Klrd1	protein_coding
ENSMUSG00000084979	Gm16267	lincRNA
ENSMUSG00000040268	Plekha1	protein_coding
ENSMUSG00000079143	Gm11052	antisense
ENSMUSG00000085664	4930556N08Rik	lincRNA
ENSMUSG00000046292	Prps1l1	pseudogene
ENSMUSG00000020495	1200011M11Rik	protein_coding
ENSMUSG00000086315	4930555J06Rik	antisense
ENSMUSG00000032558	Nphp3	protein_coding
ENSMUSG00000009941	Nxf2	protein_coding
ENSMUSG00000090387	Gm17056	antisense
ENSMUSG00000090582	Gm17024	antisense
ENSMUSG00000081636	Gm15901	pseudogene
ENSMUSG00000028713	Cyp4b1	protein_coding
ENSMUSG00000086012	Gm15902	sense_intronic
ENSMUSG00000058355	Abce1	protein_coding
ENSMUSG00000092404	Gm9921	processed_transcript
ENSMUSG00000026828	Galnt5	protein_coding
ENSMUSG00000071329	Gm7555	pseudogene
ENSMUSG00000059033	Rpl18a-ps1	pseudogene
ENSMUSG00000046747	Gm9812	pseudogene
ENSMUSG00000030149	Klrk1	protein_coding
ENSMUSG00000066491	Gm6265	pseudogene
ENSMUSG00000022665	Ccdc80	protein_coding
ENSMUSG00000092515	C87198	antisense
ENSMUSG00000055313	Pgbd1	protein_coding
ENSMUSG00000024033	Rsph1	protein_coding
ENSMUSG00000052909	Gm9894	protein_coding
ENSMUSG00000089894	Gm15524	processed_transcript
ENSMUSG00000078982	Gm11025	pseudogene
ENSMUSG00000086372	Gm16246	antisense
ENSMUSG00000028165	Cisd2	protein_coding
ENSMUSG00000090659	Zfp493	protein_coding
ENSMUSG00000084793	Gm2568	pseudogene
ENSMUSG00000085851	4921518K17Rik	antisense
ENSMUSG00000069439	Gm8444	protein_coding
ENSMUSG00000030446	Zfp273	protein_coding
ENSMUSG00000066487	Gm5786	pseudogene
ENSMUSG00000048546	Tob2	protein_coding
ENSMUSG00000058933	Gm5185	pseudogene
ENSMUSG00000053070	9230110C19Rik	protein_coding
ENSMUSG00000091905	Gm6395	pseudogene
ENSMUSG00000078960	Tob2	protein_coding
ENSMUSG00000043262	Uevld	protein_coding
ENSMUSG00000083191	Gm15571	pseudogene
ENSMUSG00000051956	Rnf133	protein_coding
ENSMUSG00000061360	Phf5a	protein_coding
ENSMUSG00000085539	Gm15561	antisense
ENSMUSG00000022664	Slc35a5	protein_coding
ENSMUSG00000058246	Gm10037	protein_coding
ENSMUSG00000085298	F730035M05Rik	lincRNA
ENSMUSG00000064063	BC048507	protein_coding
ENSMUSG00000033027	Klrc3	protein_coding
ENSMUSG00000078179	Rnf148	protein_coding
ENSMUSG00000078578	Ube2d3	protein_coding
ENSMUSG00000034617	Mtrr	protein_coding
ENSMUSG00000034247	Plekhm1	protein_coding
ENSMUSG00000043865	Tas2r118	protein_coding
ENSMUSG00000040729	AK129341	protein_coding
ENSMUSG00000085622	3110056K07Rik	lincRNA
ENSMUSG00000029700	Slc13a1	protein_coding
ENSMUSG00000022477	Aco2	protein_coding
ENSMUSG00000039914	Coq10a	protein_coding
ENSMUSG00000014498	Ankrd52	protein_coding
ENSMUSG00000031998	1700128F08Rik	protein_coding
ENSMUSG00000087109	4930474H06Rik	lincRNA
ENSMUSG00000026830	Ermn	protein_coding
ENSMUSG00000022663	Atg3	protein_coding
ENSMUSG00000028164	Manba	protein_coding
ENSMUSG00000093423	RP23-113F14.3	3prime_overlapping_ncrna
ENSMUSG00000018554	Ybx2	protein_coding
ENSMUSG00000028465	Tln1	protein_coding
ENSMUSG00000087700	Gm15283	lincRNA
ENSMUSG00000021532	Fastkd3	protein_coding
ENSMUSG00000052736	Klrc2	protein_coding
ENSMUSG00000046580	Gm7862	pseudogene
ENSMUSG00000026255	Efhd1	protein_coding
ENSMUSG00000091534	Gm17195	pseudogene
ENSMUSG00000022228	Zfp187	protein_coding
ENSMUSG00000036977	Anapc10	protein_coding
ENSMUSG00000091507	Gm17194	pseudogene
ENSMUSG00000044062	0610009B14Rik	antisense
ENSMUSG00000034210	4732418C07Rik	protein_coding
ENSMUSG00000018882	Mrpl45	protein_coding
ENSMUSG00000078632	Lrrc37a	protein_coding
ENSMUSG00000064325	Hhip	protein_coding
ENSMUSG00000067224	Gm3695	pseudogene
ENSMUSG00000049246	Hspe1-ps2	pseudogene
ENSMUSG00000052013	Btla	protein_coding
ENSMUSG00000091587	Gm17191	processed_transcript
ENSMUSG00000059395	Nkapl	protein_coding
ENSMUSG00000091947	6530401F13Rik	lincRNA
ENSMUSG00000090842	Gm17674	protein_coding
ENSMUSG00000092110	Gm17438	protein_coding
ENSMUSG00000090244	Gm16572	antisense
ENSMUSG00000040919	4930505A04Rik	protein_coding
ENSMUSG00000025785	Exosc7	protein_coding
ENSMUSG00000089806	Gm16570	pseudogene
ENSMUSG00000054931	Zkscan4	protein_coding
ENSMUSG00000044515	Gm8385	pseudogene
ENSMUSG00000048000	Gigyf2	protein_coding
ENSMUSG00000006205	Htra1	protein_coding
ENSMUSG00000021534	1700001L19Rik	protein_coding
ENSMUSG00000045546	Rnf113a2	pseudogene
ENSMUSG00000092006	Gm17139	antisense
ENSMUSG00000021536	Adcy2	protein_coding
ENSMUSG00000079645	Gm17193	sense_intronic
ENSMUSG00000030167	Klrc1	protein_coding
ENSMUSG00000093629	Gm19357	antisense
ENSMUSG00000091942	Gm17138	pseudogene
ENSMUSG00000056509	Gm9999	protein_coding
ENSMUSG00000080868	Gm15745	pseudogene
ENSMUSG00000049516	Spty2d1	protein_coding
ENSMUSG00000051839	Gypa	protein_coding
ENSMUSG00000060923	Acyp2	protein_coding
ENSMUSG00000093396	RP23-285E19.5	sense_overlapping
ENSMUSG00000078980	Gm2035	pseudogene
ENSMUSG00000092084	Gm2056	pseudogene
ENSMUSG00000072909	Gm16368	pseudogene
ENSMUSG00000039063	Echdc3	protein_coding
ENSMUSG00000071207	Gm8587	pseudogene
ENSMUSG00000052676	Zmat1	protein_coding
ENSMUSG00000072906	Gm8332	pseudogene
ENSMUSG00000069276	Gm10264	pseudogene
ENSMUSG00000070337	Gpr179	protein_coding
ENSMUSG00000085004	5430427M07Rik	antisense
ENSMUSG00000031997	Trpc6	protein_coding
ENSMUSG00000090722	Gm8378	lincRNA
ENSMUSG00000033478	Fam160b1	protein_coding
ENSMUSG00000059459	Gm10065	protein_coding
ENSMUSG00000078139	AK157302	protein_coding
ENSMUSG00000086689	Gm16876	antisense
ENSMUSG00000034575	Papd7	protein_coding
ENSMUSG00000079941	Gm11273	protein_coding
ENSMUSG00000042353	Frem3	protein_coding
ENSMUSG00000080904	Gm11966	pseudogene
ENSMUSG00000022661	Cd200	protein_coding
ENSMUSG00000066389	Rpl31-ps1	pseudogene
ENSMUSG00000084819	Gm11967	antisense
ENSMUSG00000026832	Cytip	protein_coding
ENSMUSG00000069804	Gm10277	protein_coding
ENSMUSG00000060323	Gm2228	pseudogene
ENSMUSG00000040850	Psme4	protein_coding
ENSMUSG00000026941	Mamdc4	protein_coding
ENSMUSG00000010307	Tmem86a	protein_coding
ENSMUSG00000043483	Gm6863	pseudogene
ENSMUSG00000093419	Gm19898	pseudogene
ENSMUSG00000083022	Rps15a-ps6	pseudogene
ENSMUSG00000017453	Pipox	protein_coding
ENSMUSG00000093465	RP23-127O4.4	processed_transcript
ENSMUSG00000083209	Gm11969	pseudogene
ENSMUSG00000031870	Pgr	protein_coding
ENSMUSG00000030854	Ptpn5	protein_coding
ENSMUSG00000033731	3300002A11Rik	processed_transcript
ENSMUSG00000026858	Fam73b	protein_coding
ENSMUSG00000079432	Gm15023	protein_coding
ENSMUSG00000082640	Gm11402	pseudogene
ENSMUSG00000022476	Polr3h	protein_coding
ENSMUSG00000081153	Gm11401	pseudogene
ENSMUSG00000031715	Smarca5	protein_coding
ENSMUSG00000067610	Klri1	protein_coding
ENSMUSG00000079988	Gm11970	pseudogene
ENSMUSG00000072884	Gm10433	lincRNA
ENSMUSG00000083693	Gm11971	pseudogene
ENSMUSG00000084280	Gm11972	pseudogene
ENSMUSG00000042109	Csdc2	protein_coding
ENSMUSG00000021595	Nsun2	protein_coding
ENSMUSG00000082604	Gm8482	pseudogene
ENSMUSG00000090152	Gm16285	pseudogene
ENSMUSG00000086839	Gm11973	antisense
ENSMUSG00000043932	Klri2	protein_coding
ENSMUSG00000093758	RP24-262G23.4	pseudogene
ENSMUSG00000093437	RP24-262G23.3	pseudogene
ENSMUSG00000028163	Nfkb1	protein_coding
ENSMUSG00000093579	Gm20036	processed_transcript
ENSMUSG00000090050	Gm16339	antisense
ENSMUSG00000031409	Tceal6	protein_coding
ENSMUSG00000046192	Iqub	protein_coding
ENSMUSG00000090185	Gm15523	antisense
ENSMUSG00000090478	Gm5656	pseudogene
ENSMUSG00000085156	Gm11974	lincRNA
ENSMUSG00000025086	Trub1	protein_coding
ENSMUSG00000091355	Gm17142	pseudogene
ENSMUSG00000022474	Pmm1	protein_coding
ENSMUSG00000071158	Gm156	protein_coding
ENSMUSG00000090989	Gm17042	pseudogene
ENSMUSG00000067360	Pramel3	protein_coding
ENSMUSG00000039046	Usp6nl	protein_coding
ENSMUSG00000023089	Ndufa5	protein_coding
ENSMUSG00000090466	Gm17043	pseudogene
ENSMUSG00000038116	Phf20	protein_coding
ENSMUSG00000067274	Rplp0	protein_coding
ENSMUSG00000018566	Slc2a4	protein_coding
ENSMUSG00000090555	Gm8893	pseudogene
ENSMUSG00000053182	Gm609	protein_coding
ENSMUSG00000014543	Klra17	protein_coding
ENSMUSG00000091902	Gm6918	pseudogene
ENSMUSG00000091307	Gm8895	pseudogene
ENSMUSG00000084231	Gm11975	pseudogene
ENSMUSG00000067359	Gm5128	protein_coding
ENSMUSG00000047517	Dmbt1	protein_coding
ENSMUSG00000086373	Gm11978	pseudogene
ENSMUSG00000086432	B430119L08Rik	antisense
ENSMUSG00000054843	Atrnl1	protein_coding
ENSMUSG00000092040	Gm17198	pseudogene
ENSMUSG00000033210	Slc9a10	protein_coding
ENSMUSG00000093753	RP23-309A11.8	processed_transcript
ENSMUSG00000067358	Gm7903	protein_coding
ENSMUSG00000083075	Gm11980	pseudogene
ENSMUSG00000092075	Serpina4-ps1	pseudogene
ENSMUSG00000020493	Prr11	protein_coding
ENSMUSG00000091573	Serpina3d-ps	pseudogene
ENSMUSG00000086808	Gm11981	processed_transcript
ENSMUSG00000091553	Serpina3e-ps	pseudogene
ENSMUSG00000061848	Gm5805	protein_coding
ENSMUSG00000054994	AV320801	protein_coding
ENSMUSG00000061633	1700029P11Rik	protein_coding
ENSMUSG00000080833	Gm11976	pseudogene
ENSMUSG00000073439	Gm10506	protein_coding
ENSMUSG00000041449	Serpina3h	pseudogene
ENSMUSG00000083819	Gm11977	pseudogene
ENSMUSG00000073437	D330041H03Rik	protein_coding
ENSMUSG00000034681	Rnps1	protein_coding
ENSMUSG00000082579	Gm11979	pseudogene
ENSMUSG00000022471	Xrcc6	protein_coding
ENSMUSG00000091157	Serpina3l-ps	pseudogene
ENSMUSG00000082897	Gm11982	pseudogene
ENSMUSG00000093605	RP23-90I17.3	processed_transcript
ENSMUSG00000081213	Gm11983	pseudogene
ENSMUSG00000091280	Gm17032	lincRNA
ENSMUSG00000092066	1700121N20Rik	lincRNA
ENSMUSG00000092047	Gm17631	protein_coding
ENSMUSG00000031714	Gab1	protein_coding
ENSMUSG00000090150	Acad11	protein_coding
ENSMUSG00000091762	Gm3191	pseudogene
ENSMUSG00000082333	Gm11984	pseudogene
ENSMUSG00000031410	Nxf7	protein_coding
ENSMUSG00000030173	Klra5	protein_coding
ENSMUSG00000087512	Gm11985	antisense
ENSMUSG00000091442	Gm17031	pseudogene
ENSMUSG00000024036	Slc37a1	protein_coding
ENSMUSG00000087637	Gm11986	lincRNA
ENSMUSG00000091887	Gm17053	pseudogene
ENSMUSG00000078117	Gm16485	protein_coding
ENSMUSG00000084318	Gm11987	pseudogene
ENSMUSG00000050730	Arhgap42	protein_coding
ENSMUSG00000091583	Gm17033	lincRNA
ENSMUSG00000059468	Gm4891	protein_coding
ENSMUSG00000063894	Zfp192	protein_coding
ENSMUSG00000082459	Gm11988	pseudogene
ENSMUSG00000038250	Usp38	protein_coding
ENSMUSG00000085820	4933406K04Rik	lincRNA
ENSMUSG00000029685	Asb15	protein_coding
ENSMUSG00000083553	Gm11989	pseudogene
ENSMUSG00000081539	Gm11990	pseudogene
ENSMUSG00000044556	4930544O15Rik	protein_coding
ENSMUSG00000007946	Phox2a	protein_coding
ENSMUSG00000000632	Sez6	protein_coding
ENSMUSG00000085801	1700013N06Rik	lincRNA
ENSMUSG00000040434	Gyltl1b	protein_coding
ENSMUSG00000028710	Atpaf1	protein_coding
ENSMUSG00000083861	Gm9599	pseudogene
ENSMUSG00000086319	Gm16087	lincRNA
ENSMUSG00000032737	Inppl1	protein_coding
ENSMUSG00000085120	Gm16086	lincRNA
ENSMUSG00000086037	Gm16085	lincRNA
ENSMUSG00000090592	Gm17571	protein_coding
ENSMUSG00000085253	Gm16833	protein_coding
ENSMUSG00000013584	Aldh1a2	protein_coding
ENSMUSG00000046229	Scand1	protein_coding
ENSMUSG00000086060	Gm16084	lincRNA
ENSMUSG00000039488	Cntn5	protein_coding
ENSMUSG00000084871	Gm2800	lincRNA
ENSMUSG00000034239	Gm884	protein_coding
ENSMUSG00000048996	Olfr1366	protein_coding
ENSMUSG00000082362	Gm5187	pseudogene
ENSMUSG00000091097	Gm17303	protein_coding
ENSMUSG00000090607	Gm17052	pseudogene
ENSMUSG00000029683	Lmod2	protein_coding
ENSMUSG00000038085	4921517L17Rik	protein_coding
ENSMUSG00000079359	Gm9006	pseudogene
ENSMUSG00000061769	Klra6	protein_coding
ENSMUSG00000029684	Wasl	protein_coding
ENSMUSG00000085641	4930465M20Rik	lincRNA
ENSMUSG00000037940	Inpp4b	protein_coding
ENSMUSG00000054890	Olfr1535	protein_coding
ENSMUSG00000086975	Gm15208	lincRNA
ENSMUSG00000022659	Gcet2	protein_coding
ENSMUSG00000046016	Olfr1364	protein_coding
ENSMUSG00000082203	Gm15636	pseudogene
ENSMUSG00000051258	Olfr1362	protein_coding
ENSMUSG00000025089	Gfra1	protein_coding
ENSMUSG00000079852	Klra4	protein_coding
ENSMUSG00000021268	Meg3	lincRNA
ENSMUSG00000041638	Gcn1l1	protein_coding
ENSMUSG00000032725	Folr2	protein_coding
ENSMUSG00000036658	Olfr11	protein_coding
ENSMUSG00000020945	Lyzl6	protein_coding
ENSMUSG00000049737	Olfr1361	protein_coding
ENSMUSG00000001827	Folr1	protein_coding
ENSMUSG00000056866	Olfr1360	protein_coding
ENSMUSG00000057727	Olfr1359	protein_coding
ENSMUSG00000033187	BC016579	protein_coding
ENSMUSG00000020492	Fam33a	protein_coding
ENSMUSG00000069314	Hist1h2bl	protein_coding
ENSMUSG00000033177	Tmprss7	protein_coding
ENSMUSG00000022472	Pppde2	protein_coding
ENSMUSG00000025784	Clec3b	protein_coding
ENSMUSG00000071516	Hist1h2ai	protein_coding
ENSMUSG00000045520	Gm9799	protein_coding
ENSMUSG00000053897	Slc39a8	protein_coding
ENSMUSG00000035498	Cdcp1	protein_coding
ENSMUSG00000089727	Klra8	protein_coding
ENSMUSG00000031411	Prame	protein_coding
ENSMUSG00000038485	Socs7	protein_coding
ENSMUSG00000069312	Hist1h3h	protein_coding
ENSMUSG00000001120	Pcbp3	protein_coding
ENSMUSG00000058189	Hist1h2bm	protein_coding
ENSMUSG00000013668	4933402N03Rik	protein_coding
ENSMUSG00000043999	Gpr75	protein_coding
ENSMUSG00000058252	1700008I05Rik	protein_coding
ENSMUSG00000067833	2900097C17Rik	protein_coding
ENSMUSG00000041119	Pde9a	protein_coding
ENSMUSG00000067455	Hist1h4j	protein_coding
ENSMUSG00000020311	Erlec1	protein_coding
ENSMUSG00000090327	Gm17111	antisense
ENSMUSG00000064288	Hist1h4k	protein_coding
ENSMUSG00000027624	Epb4.1l1	protein_coding
ENSMUSG00000049807	Arhgap23	protein_coding
ENSMUSG00000090193	Gm15995	processed_transcript
ENSMUSG00000090026	Gm15996	antisense
ENSMUSG00000087582	Ighv13-2	pseudogene
ENSMUSG00000006204	5430419D17Rik	protein_coding
ENSMUSG00000052303	Mrgpra6	protein_coding
ENSMUSG00000079282	Gm11082	protein_coding
ENSMUSG00000079436	Kcnj13	protein_coding
ENSMUSG00000078971	Ighv1-33	pseudogene
ENSMUSG00000074111	Mrgpra9	protein_coding
ENSMUSG00000033024	Klra9	protein_coding
ENSMUSG00000093765	RP24-386J17.2	processed_transcript
ENSMUSG00000050650	Mrgpra1	protein_coding
ENSMUSG00000046215	Rprml	protein_coding
ENSMUSG00000022658	Tagln3	protein_coding
ENSMUSG00000037922	Bank1	protein_coding
ENSMUSG00000060726	Tmsb15a	protein_coding
ENSMUSG00000020946	Gosr2	protein_coding
ENSMUSG00000025090	1700011F14Rik	protein_coding
ENSMUSG00000093544	RP23-67O10.2	pseudogene
ENSMUSG00000002107	Celf2	protein_coding
ENSMUSG00000063021	Hist1h2ak	protein_coding
ENSMUSG00000021908	Gm6768	pseudogene
ENSMUSG00000063480	Nhp2l1	protein_coding
ENSMUSG00000039854	Mrgpra2a	protein_coding
ENSMUSG00000026258	3110079O15Rik	protein_coding
